permno,date,ticker,comnam,prc,ret,mom_12m,annual_div_ps,dividend_field_used,dividend_yield,mom_score,div_score,combined_score,is_price_up,is_high_dividend,passes_screen,screen_rank,next_ret
16611,2021-03-31,JILL,J JILL INC,9.75,0.985743,2.530048457224438,1.15,dvpsx_f,0.0992335921220054,0.8723554301833568,0.9959449929478138,0.9341502115655853,True,True,True,10.0,-0.08718
16611,2021-04-30,JILL,J JILL INC,8.9,-0.08718,2.9086452047404143,1.15,dvpsx_f,0.09920866820835515,0.9343091752945377,0.9964298464833988,0.9653695108889683,True,True,True,1.0,1.151685
83462,2021-04-30,TUP,TUPPERWARE BRANDS CORP,24.37,-0.077243,6.568340033961299,0.81,dvpsx_f,0.03323758719737382,0.9857193859335951,0.91181720813995,0.9487682970367726,True,True,True,2.0,0.052113
52396,2021-04-30,SUP,SUPERIOR INDUSTRIES INTL INC,5.02,-0.116197,2.560285136484553,0.27,dvpsx_f,0.05378486055776893,0.9214566226347733,0.9689396644055694,0.9451981435201714,True,True,True,3.0,0.394422
85205,2021-04-30,PRPH,PROPHASE LABS INC,5.33,-0.279243,2.194864237652401,0.5,dvpsx_f,0.09380863039399624,0.8986076401285256,0.9917886469118172,0.9451981435201714,True,True,True,4.0,-0.043152
77606,2021-04-30,KSS,KOHLS CORP,58.66,-0.015937,2.1910088454267407,2.68,dvpsx_f,0.04568700988748722,0.8975365940735451,0.9564441270974652,0.9269903605855052,True,True,True,5.0,-0.05404
77584,2021-04-30,BKE,BUCKLE INC,41.94,0.07612,2.015702428817245,2.3,dvpsx_f,0.05484024797329518,0.8832559800071403,0.9700107104605498,0.9266333452338451,True,True,True,6.0,0.004292
77462,2021-04-30,M,MACYS INC,16.58,0.024089,1.8293520806508305,1.51,dvpsx_f,0.09107358262967431,0.8607640128525527,0.9907176008568368,0.9257408068546947,True,True,True,7.0,0.102533
12476,2021-04-30,TRGP,TARGA RESOURCES CORP,34.69,0.095748,1.7258398667334083,3.64,dvpsx_f,0.09920866820835515,0.8489825062477686,0.9964298464833988,0.9227061763655837,True,True,True,8.0,0.120208
90751,2021-04-30,DBI,DESIGNER BRANDS INC,17.7,0.017241,1.7873989121690004,1.0,dvpsx_f,0.05649717514124294,0.855765797929311,0.9721528025705105,0.9139593002499107,True,True,True,9.0,-0.011865
14229,2021-04-30,OMF,ONEMAIN HOLDINGS INC,56.87,0.058637,1.8219961932276516,3.0,dvpsx_f,0.052751890276068227,0.8596929667975723,0.9671545876472688,0.9134237772224205,True,True,True,10.0,0.029365
16611,2021-05-31,JILL,J JILL INC,19.15,1.151685,5.247951076328089,1.15,dvpsx_f,0.06005221932114883,0.982481229889167,0.9771183410797283,0.9797997854844476,True,True,True,1.0,0.029243
14490,2021-05-31,GCI,GANNETT CO INC,5.13,0.129956,2.916030631302295,1.52,dvpsx_f,0.08837456370672692,0.9452985341437254,0.9958884519127637,0.9705934930282445,True,True,True,2.0,0.070175
